"obs","date","hour","period","cage","video","camera","scorer","is.fasting.trial","fasted.bats","actor","receiver","behav","h.start","min.start","sec.start","h.end","min.end","sec.end","duration","notes","switch","latency"
"2019.08.02_0400 clw_cldw g",2019-08-02,"0400",1564734812,"big_cage","CH02_2019-08-02_04_29_13__04_37_35.mp4",2,"imran",FALSE,"none","clw","cldw","g",4,33,32,4,34,19,47,NA,1,12.8833333333333
"2019.08.02_0400 cldw_clw g",2019-08-02,"0400",1564734812,"big_cage","CH02_2019-08-02_04_29_13__04_37_35.mp4",2,"imran",FALSE,"none","cldw","clw","g",4,33,32,4,34,19,47,NA,1,418.933333333333
"2019.08.02_0400 adld_ax g",2019-08-02,"0400",1564734817,"big_cage","CH02_2019-08-02_04_29_13__04_37_35.mp4",2,"imran",FALSE,"none","adld","ax","g",4,33,37,4,34,13,36,NA,1,0.366666666666667
"2019.08.02_0400 ax_adld g",2019-08-02,"0400",1564734817,"big_cage","CH02_2019-08-02_04_29_13__04_37_35.mp4",2,"imran",FALSE,"none","ax","adld","g",4,33,37,4,34,7,30,NA,1,17.4166666666667
"2019.08.02_0400 cdw_cnone g",2019-08-02,"0400",1564734908,"big_cage","CH01_2019-08-02_04_27_27__04_35_49.mp4",1,"imran",FALSE,"none","cdw","cnone","g",4,35,8,4,35,32,24,NA,1,427.85
"2019.08.02_0400 cnone_cdw g",2019-08-02,"0400",1564734908,"big_cage","CH01_2019-08-02_04_27_27__04_35_49.mp4",1,"imran",FALSE,"none","cnone","cdw","g",4,35,8,4,35,36,28,NA,1,8.55
"2019.08.02_0400 adld_bdlx g",2019-08-02,"0400",1564734973,"big_cage","CH02_2019-08-02_04_29_13__04_37_35.mp4",2,"imran",FALSE,"none","adld","bdlx","g",4,36,13,4,36,20,7,NA,1,2.6
"2019.08.02_0400 bdlx_adld g",2019-08-02,"0400",1564734973,"big_cage","CH02_2019-08-02_04_29_13__04_37_35.mp4",2,"imran",FALSE,"none","bdlx","adld","g",4,36,13,4,36,20,7,NA,0,2.96666666666667
"2019.08.02_0400 bs_cldw g",2019-08-02,"0400",1564735510,"big_cage","CH02_2019-08-02_04_37_35__04_45_57.mp4",2,"imran",FALSE,"none","bs","cldw","g",4,45,10,4,45,15,5,NA,1,437.516666666667
"2019.08.02_0400 bs_ax g",2019-08-02,"0400",1564735526,"big_cage","CH02_2019-08-02_04_37_35__04_45_57.mp4",2,"imran",FALSE,"none","bs","ax","g",4,45,26,4,45,37,11,NA,1,0.266666666666667
"2019.08.02_0400 ax_bs g",2019-08-02,"0400",1564735526,"big_cage","CH02_2019-08-02_04_37_35__04_45_57.mp4",2,"imran",FALSE,"none","ax","bs","g",4,45,26,4,45,37,11,NA,1,11.8166666666667
"2019.08.02_0400 cdw_cww g",2019-08-02,"0400",1564735770,"big_cage","CH02_2019-08-02_04_45_57__04_54_20.mp4",2,"imran",FALSE,"none","cdw","cww","g",4,49,30,4,49,39,9,NA,1,14.3666666666667
"2019.08.02_0400 cww_cdw g",2019-08-02,"0400",1564735770,"big_cage","CH02_2019-08-02_04_45_57__04_54_20.mp4",2,"imran",FALSE,"none","cww","cdw","g",4,49,30,4,49,39,9,NA,1,568.25
"2019.08.02_0400 cdw_cww g",2019-08-02,"0400",1564735784,"big_cage","CH02_2019-08-02_04_45_57__04_54_20.mp4",2,"imran",FALSE,"none","cdw","cww","g",4,49,44,4,49,50,6,NA,0,0.233333333333333
"2019.08.02_0400 cww_cdw g",2019-08-02,"0400",1564735784,"big_cage","CH02_2019-08-02_04_45_57__04_54_20.mp4",2,"imran",FALSE,"none","cww","cdw","g",4,49,44,4,49,50,6,NA,0,0.233333333333333
"2019.08.02_0400 adldd_clw g",2019-08-02,"0400",1564735854,"big_cage","CH02_2019-08-02_04_45_57__04_54_20.mp4",2,"imran",FALSE,"none","adldd","clw","g",4,50,54,4,51,7,13,NA,1,20.4833333333333
"2019.08.02_0400 clw_adldd g",2019-08-02,"0400",1564735854,"big_cage","CH02_2019-08-02_04_45_57__04_54_20.mp4",2,"imran",FALSE,"none","clw","adldd","g",4,50,54,4,51,7,13,NA,1,17.3666666666667
"2019.08.02_0400 bdlx_clw g",2019-08-02,"0400",1564735999,"big_cage","CH02_2019-08-02_04_45_57__04_54_20.mp4",2,"imran",FALSE,"none","bdlx","clw","g",4,53,19,4,53,30,11,NA,1,20.0666666666667
"2019.08.02_0400 clw_bdlx g",2019-08-02,"0400",1564735999,"big_cage","CH02_2019-08-02_04_45_57__04_54_20.mp4",2,"imran",FALSE,"none","clw","bdlx","g",4,53,19,4,53,30,11,NA,1,2.41666666666667
"2019.08.02_0400 bd_bscs g",2019-08-02,"0400",1564736026,"big_cage","CH02_2019-08-02_04_45_57__04_54_20.mp4",2,"imran",FALSE,"none","bd","bscs","g",4,53,46,4,53,59,13,NA,1,31
"2019.08.02_0400 bscs_bd g",2019-08-02,"0400",1564736026,"big_cage","CH02_2019-08-02_04_45_57__04_54_20.mp4",2,"imran",FALSE,"none","bscs","bd","g",4,53,46,4,53,59,13,NA,1,33.1166666666667
"2019.08.02_0500 bdlx_add g",2019-08-02,"0500",1564736764,"big_cage","CH02_2019-08-02_05_02_42__05_11_04",2,"dineilys",FALSE,"none","bdlx","add","g",5,6,4,5,7,3,59,NA,1,12.75
"2019.08.02_0500 bs_bdlx g",2019-08-02,"0500",1564736819,"big_cage","CH01_2019-08-02_05_00_56__05_09_18",1,"dineilys",FALSE,"none","bs","bdlx","g",5,6,59,5,8,42,103,NA,1,21.55
"2019.08.02_0500 ax_bxdlx g",2019-08-02,"0500",1564736940,"big_cage","CH02_2019-08-02_05_02_42__05_11_04",2,"dineilys",FALSE,"none","ax","bxdlx","g",5,9,0,5,9,16,16,NA,1,23.5666666666667
"2019.08.02_0500 bs_bdlx g",2019-08-02,"0500",1564736948,"big_cage","CH01_2019-08-02_05_00_56__05_09_18",1,"dineilys",FALSE,"none","bs","bdlx","g",5,9,8,5,9,52,44,NA,0,2.15
"2019.08.02_0500 bxx_bd g",2019-08-02,"0500",1564736953,"big_cage","CH02_2019-08-02_05_02_42__05_11_04",2,"dineilys",FALSE,"none","bxx","bd","g",5,9,13,5,9,22,9,NA,1,42.6333333333333
"2019.08.02_0500 addld_adldd g",2019-08-02,"0500",1564737103,"big_cage","CH02_2019-08-02_05_02_42__05_11_04",2,"dineilys",FALSE,"none","addld","adldd","g",5,11,43,5,11,57,14,NA,0,41.3
"2019.08.02_0500 cldw_cnone g",2019-08-02,"0500",1564737116,"big_cage","CH02_2019-08-02_05_11_04__05_19_26",2,"dineilys",FALSE,"none","cldw","cnone","g",5,11,56,5,12,57,61,NA,1,38.4
"2019.08.02_0500 adld_bs g",2019-08-02,"0500",1564737184,"big_cage","CH01_2019-08-02_05_09_18__05_17_40",1,"dineilys",FALSE,"none","adld","bs","g",5,13,4,5,13,53,49,NA,1,36.85
"2019.08.02_0500 bxdlx_cnone g",2019-08-02,"0500",1564737238,"big_cage","CH02_2019-08-02_05_11_04__05_19_26",2,"dineilys",FALSE,"none","bxdlx","cnone","g",5,13,58,5,17,30,212,NA,1,545.583333333333
"2019.08.02_0500 adld_bs g",2019-08-02,"0500",1564737369,"big_cage","CH01_2019-08-02_05_09_18__05_17_40",1,"dineilys",FALSE,"none","adld","bs","g",5,16,9,5,17,9,60,NA,0,3.08333333333333
"2019.08.02_0500 bs_bxx g",2019-08-02,"0500",1564737489,"big_cage","CH01_2019-08-02_05_17_40__05_26_03",1,"dineilys",FALSE,"none","bs","bxx","g",5,18,9,5,19,31,82,NA,1,11.1666666666667
"2019.08.02_0500 bxx_adld g",2019-08-02,"0500",1564737584,"big_cage","CH01_2019-08-02_05_17_40__05_26_03",1,"dineilys",FALSE,"none","bxx","adld","g",5,19,44,5,20,7,23,NA,1,10.5166666666667
"2019.08.02_0500 adld_clw g",2019-08-02,"0500",1564737614,"big_cage","CH01_2019-08-02_05_17_40__05_26_03",1,"dineilys",FALSE,"none","adld","clw","g",5,20,14,5,20,48,34,NA,1,7.16666666666667
"2019.08.02_0500 clw_adld g",2019-08-02,"0500",1564737667,"big_cage","CH01_2019-08-02_05_17_40__05_26_03",1,"dineilys",FALSE,"none","clw","adld","g",5,21,7,5,21,43,36,NA,1,27.8
"2019.08.02_0500 clw_bxx g",2019-08-02,"0500",1564737740,"big_cage","CH01_2019-08-02_05_17_40__05_26_03",1,"dineilys",FALSE,"none","clw","bxx","g",5,22,20,5,23,26,66,NA,1,1.21666666666667
"2019.08.02_0500 addldd_bs g",2019-08-02,"0500",1564738578,"big_cage","CH02_2019-08-02_05_36_11__05_44_33",2,"dineilys",FALSE,"none","addldd","bs","g",5,36,18,5,36,59,41,NA,1,556.666666666667
"2019.08.02_0500 bs_addldd g",2019-08-02,"0500",1564738627,"big_cage","CH02_2019-08-02_05_36_11__05_44_33",2,"dineilys",FALSE,"none","bs","addldd","g",5,37,7,5,39,24,137,NA,1,18.9666666666667
"2019.08.02_0500 cnone_cww g",2019-08-02,"0500",1564739296,"big_cage","CH02_2019-08-02_05_44_33__05_52_56",2,"dineilys",FALSE,"none","cnone","cww","g",5,48,16,5,48,51,35,NA,1,73.1333333333333
"2019.08.02_0900 bey_bes g",2019-08-02,"0900",1564750924,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","bey","bes","g",9,2,4,9,2,10,6,NA,1,792.85
"2019.08.02_0900 ax_aldd g",2019-08-02,"0900",1564750925,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","ax","aldd","g",9,2,5,9,2,10,5,NA,1,233.083333333333
"2019.08.02_0900 bes_bscs g",2019-08-02,"0900",1564750935,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","bes","bscs","g",9,2,15,9,2,55,40,NA,1,1427.61666666667
"2019.08.02_0900 bscs_bes g",2019-08-02,"0900",1564750935,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","bscs","bes","g",9,2,15,9,4,46,151,NA,1,248.483333333333
"2019.08.02_0900 bd_bes g",2019-08-02,"0900",1564750964,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","bd","bes","g",9,2,44,9,4,30,106,NA,1,248.966666666667
"2019.08.02_0900 bes_bscs g",2019-08-02,"0900",1564750981,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","bes","bscs","g",9,3,1,9,3,32,31,NA,0,0.766666666666667
"2019.08.02_0900 cnone_cdw g",2019-08-02,"0900",1564750988,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","cnone","cdw","g",9,3,8,9,3,43,35,NA,1,194.866666666667
"2019.08.02_0900 cdw_cnone g",2019-08-02,"0900",1564750988,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","cdw","cnone","g",9,3,8,9,3,43,35,NA,1,253.633333333333
"2019.08.02_0900 bes_bd g",2019-08-02,"0900",1564751017,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","bes","bd","g",9,3,37,9,4,10,33,NA,1,1.36666666666667
"2019.08.02_0900 ax_bes g",2019-08-02,"0900",1564751048,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","ax","bes","g",9,4,8,9,6,0,112,NA,1,2.05
"2019.08.02_0900 bd_cdw g",2019-08-02,"0900",1564751050,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","bd","cdw","g",9,4,10,9,4,34,24,NA,1,1.43333333333333
"2019.08.02_0900 bd_ax g",2019-08-02,"0900",1564751073,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","bd","ax","g",9,4,33,9,4,42,9,NA,1,0.383333333333333
"2019.08.02_0900 bd_bes g",2019-08-02,"0900",1564751082,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","bd","bes","g",9,4,42,9,4,48,6,NA,1,0.15
"2019.08.02_0900 bes_ax g",2019-08-02,"0900",1564751083,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","bes","ax","g",9,4,43,9,5,2,19,NA,1,1.1
"2019.08.02_0900 bd_ax g",2019-08-02,"0900",1564751093,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","bd","ax","g",9,4,53,9,6,8,75,NA,1,0.183333333333333
"2019.08.02_0900 bes_ax g",2019-08-02,"0900",1564751106,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","bes","ax","g",9,5,6,9,5,57,51,NA,0,0.383333333333333
"2019.08.02_0900 bscs_bes g",2019-08-02,"0900",1564751124,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","bscs","bes","g",9,5,24,9,6,12,48,NA,0,3.15
"2019.08.02_0900 adldd_cfd g",2019-08-02,"0900",1564751124,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","adldd","cfd","g",9,5,24,9,5,43,19,NA,1,254.5
"2019.08.02_0900 cfd_adldd g",2019-08-02,"0900",1564751124,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","cfd","adldd","g",9,5,24,9,5,43,19,NA,1,1635.8
"2019.08.02_0900 bs_addldd g",2019-08-02,"0900",1564751126,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","bs","addldd","g",9,5,26,9,5,37,11,NA,0,208.316666666667
"2019.08.02_0900 addldd_bs g",2019-08-02,"0900",1564751126,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","addldd","bs","g",9,5,26,9,5,37,11,NA,0,209.133333333333
"2019.08.02_0900 bs_bes g",2019-08-02,"0900",1564751157,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","bs","bes","g",9,5,57,9,6,6,9,NA,1,208.833333333333
"2019.08.02_0900 bd_bs g",2019-08-02,"0900",1564751168,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","bd","bs","g",9,6,8,9,6,19,11,NA,1,1.25
"2019.08.02_0900 bs_bd g",2019-08-02,"0900",1564751168,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","bs","bd","g",9,6,8,9,6,19,11,NA,1,0.183333333333333
"2019.08.02_0900 bes_ax g",2019-08-02,"0900",1564751175,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","bes","ax","g",9,6,15,9,6,44,29,NA,0,1.53333333333333
"2019.08.02_0900 ax_bes g",2019-08-02,"0900",1564751175,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","ax","bes","g",9,6,15,9,6,44,29,NA,0,2.11666666666667
"2019.08.02_0900 bscs_bes g",2019-08-02,"0900",1564751175,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","bscs","bes","g",9,6,15,9,10,36,261,NA,0,4
"2019.08.02_0900 cnone_clw g",2019-08-02,"0900",1564751180,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","cnone","clw","g",9,6,20,9,6,35,15,NA,1,3.2
"2019.08.02_0900 clw_cnone g",2019-08-02,"0900",1564751180,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","clw","cnone","g",9,6,20,9,6,35,15,NA,1,224
"2019.08.02_0900 bd_bes g",2019-08-02,"0900",1564751205,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","bd","bes","g",9,6,45,9,7,4,19,NA,1,0.616666666666667
"2019.08.02_0900 bd_bes g",2019-08-02,"0900",1564751206,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","bd","bes","g",9,6,46,9,6,55,9,NA,0,0.0166666666666667
"2019.08.02_0900 bes_bd g",2019-08-02,"0900",1564751206,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","bes","bd","g",9,6,46,9,6,55,9,NA,1,2.05
"2019.08.02_0900 bdlx_bs g",2019-08-02,"0900",1564751209,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","bdlx","bs","g",9,6,49,9,6,59,10,NA,1,240.75
"2019.08.02_0900 bs_bdlx g",2019-08-02,"0900",1564751209,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","bs","bdlx","g",9,6,49,9,6,59,10,NA,1,0.683333333333333
"2019.08.02_0900 bes_bscs g",2019-08-02,"0900",1564751215,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","bes","bscs","g",9,6,55,9,10,36,221,NA,1,0.15
"2019.08.02_0900 ax_bd g",2019-08-02,"0900",1564751234,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","ax","bd","g",9,7,14,9,7,19,5,NA,1,3.1
"2019.08.02_0900 bd_ax g",2019-08-02,"0900",1564751234,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","bd","ax","g",9,7,14,9,7,19,5,NA,1,0.483333333333333
"2019.08.02_0900 cww_cfd g",2019-08-02,"0900",1564751251,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","cww","cfd","g",9,7,31,9,7,40,9,NA,1,258.016666666667
"2019.08.02_0900 cfd_cww g",2019-08-02,"0900",1564751251,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","cfd","cww","g",9,7,31,9,7,40,9,NA,1,2.11666666666667
"2019.08.02_0900 bd_clw g",2019-08-02,"0900",1564751252,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","bd","clw","g",9,7,32,9,7,49,17,NA,1,0.3
"2019.08.02_0900 clw_bd g",2019-08-02,"0900",1564751252,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","clw","bd","g",9,7,32,9,7,49,17,NA,1,1.2
"2019.08.02_0900 bd_cldw g",2019-08-02,"0900",1564751300,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","bd","cldw","g",9,8,20,9,8,25,5,NA,1,0.8
"2019.08.02_0900 cldw_bd g",2019-08-02,"0900",1564751300,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","cldw","bd","g",9,8,20,9,8,25,5,NA,1,236.4
"2019.08.02_0900 cdw_clwd g",2019-08-02,"0900",1564751315,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","cdw","clwd","g",9,8,35,9,8,41,6,NA,1,5.45
"2019.08.02_0900 clwd_cdw g",2019-08-02,"0900",1564751315,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","clwd","cdw","g",9,8,35,9,8,41,6,NA,0,701.3
"2019.08.02_0900 cfd_cnone g",2019-08-02,"0900",1564751319,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","cfd","cnone","g",9,8,39,9,10,36,117,NA,1,1.13333333333333
"2019.08.02_0900 cnone_cfd g",2019-08-02,"0900",1564751319,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","cnone","cfd","g",9,8,39,9,10,36,117,NA,1,2.31666666666667
"2019.08.02_0900 add_bdlx g",2019-08-02,"0900",1564751364,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","add","bdlx","g",9,9,24,9,9,33,9,NA,1,280.983333333333
"2019.08.02_0900 bdlx_add g",2019-08-02,"0900",1564751364,"big_cage","CH02_2019-08-02_09_01_17__09_09_40.mp4",2,"imran",TRUE,"aldd, bes, cfd","bdlx","add","g",9,9,24,9,9,33,9,NA,1,2.58333333333333
"2019.08.02_0900 bscs_cfd g",2019-08-02,"0900",1564751439,"big_cage","CH02_2019-08-02_09_09_40__09_18_02.mp4",2,"imran",TRUE,"aldd, bes, cfd","bscs","cfd","g",9,10,39,9,10,55,16,NA,1,8.4
"2019.08.02_0900 ax_bs g",2019-08-02,"0900",1564751450,"big_cage","CH02_2019-08-02_09_09_40__09_18_02.mp4",2,"imran",TRUE,"aldd, bes, cfd","ax","bs","g",9,10,50,9,11,23,33,NA,1,3.6
"2019.08.02_0900 bs_ax g",2019-08-02,"0900",1564751450,"big_cage","CH02_2019-08-02_09_09_40__09_18_02.mp4",2,"imran",TRUE,"aldd, bes, cfd","bs","ax","g",9,10,50,9,11,23,33,NA,1,4.01666666666667
"2019.08.02_0900 bxx_cww g",2019-08-02,"0900",1564751469,"big_cage","CH02_2019-08-02_09_09_40__09_18_02.mp4",2,"imran",TRUE,"aldd, bes, cfd","bxx","cww","g",9,11,9,9,13,51,162,NA,1,231.416666666667
"2019.08.02_0900 cww_bxx g",2019-08-02,"0900",1564751469,"big_cage","CH02_2019-08-02_09_09_40__09_18_02.mp4",2,"imran",TRUE,"aldd, bes, cfd","cww","bxx","g",9,11,9,9,12,2,53,NA,1,3.63333333333333
"2019.08.02_0900 add_bscs g",2019-08-02,"0900",1564751471,"big_cage","CH02_2019-08-02_09_09_40__09_18_02.mp4",2,"imran",TRUE,"aldd, bes, cfd","add","bscs","g",9,11,11,9,13,14,123,NA,1,1.78333333333333
"2019.08.02_0900 bscs_add g",2019-08-02,"0900",1564751471,"big_cage","CH02_2019-08-02_09_09_40__09_18_02.mp4",2,"imran",TRUE,"aldd, bes, cfd","bscs","add","g",9,11,11,9,13,14,123,NA,1,0.533333333333333
"2019.08.02_0900 bes_bdlx g",2019-08-02,"0900",1564751472,"big_cage","CH02_2019-08-02_09_09_40__09_18_02.mp4",2,"imran",TRUE,"aldd, bes, cfd","bes","bdlx","g",9,11,12,9,11,53,41,NA,1,4.28333333333333
"2019.08.02_0900 bdlx_bes g",2019-08-02,"0900",1564751472,"big_cage","CH02_2019-08-02_09_09_40__09_18_02.mp4",2,"imran",TRUE,"aldd, bes, cfd","bdlx","bes","g",9,11,12,9,11,55,43,NA,1,1.8
"2019.08.02_0900 adldd_addldd g",2019-08-02,"0900",1564751532,"big_cage","CH02_2019-08-02_09_09_40__09_18_02.mp4",2,"imran",TRUE,"aldd, bes, cfd","adldd","addldd","g",9,12,12,9,12,18,6,NA,1,6.8
"2019.08.02_0900 bxdlx_cnone g",2019-08-02,"0900",1564751542,"big_cage","CH02_2019-08-02_09_09_40__09_18_02.mp4",2,"imran",TRUE,"aldd, bes, cfd","bxdlx","cnone","g",9,12,22,9,12,45,23,NA,0,238.4
"2019.08.02_0900 cnone_bxdlx g",2019-08-02,"0900",1564751545,"big_cage","CH02_2019-08-02_09_09_40__09_18_02.mp4",2,"imran",TRUE,"aldd, bes, cfd","cnone","bxdlx","g",9,12,25,9,12,41,16,NA,1,3.76666666666667
"2019.08.02_0900 bs_addldd g",2019-08-02,"0900",1564751569,"big_cage","CH02_2019-08-02_09_09_40__09_18_02.mp4",2,"imran",TRUE,"aldd, bes, cfd","bs","addldd","g",9,12,49,9,13,42,53,NA,1,1.98333333333333
"2019.08.02_0900 addldd_bs g",2019-08-02,"0900",1564751569,"big_cage","CH02_2019-08-02_09_09_40__09_18_02.mp4",2,"imran",TRUE,"aldd, bes, cfd","addldd","bs","g",9,12,49,9,13,46,57,NA,0,216.516666666667
"2019.08.02_0900 bd_add g",2019-08-02,"0900",1564751599,"big_cage","CH02_2019-08-02_09_09_40__09_18_02.mp4",2,"imran",TRUE,"aldd, bes, cfd","bd","add","g",9,13,19,9,15,21,122,NA,1,4.98333333333333
"2019.08.02_0900 cww_bxx g",2019-08-02,"0900",1564751600,"big_cage","CH02_2019-08-02_09_09_40__09_18_02.mp4",2,"imran",TRUE,"aldd, bes, cfd","cww","bxx","g",9,13,20,9,13,46,26,NA,0,2.18333333333333
"2019.08.02_0900 add_bd g",2019-08-02,"0900",1564751601,"big_cage","CH02_2019-08-02_09_09_40__09_18_02.mp4",2,"imran",TRUE,"aldd, bes, cfd","add","bd","g",9,13,21,9,15,21,120,NA,1,2.16666666666667
"2019.08.02_0900 bs_bscs g",2019-08-02,"0900",1564751659,"big_cage","CH02_2019-08-02_09_09_40__09_18_02.mp4",2,"imran",TRUE,"aldd, bes, cfd","bs","bscs","g",9,14,19,9,14,51,32,NA,1,1.5
"2019.08.02_0900 bscs_bs g",2019-08-02,"0900",1564751659,"big_cage","CH02_2019-08-02_09_09_40__09_18_02.mp4",2,"imran",TRUE,"aldd, bes, cfd","bscs","bs","g",9,14,19,9,14,51,32,NA,1,3.13333333333333
"2019.08.02_0900 clwd_cfd g",2019-08-02,"0900",1564751685,"big_cage","CH02_2019-08-02_09_09_40__09_18_02.mp4",2,"imran",TRUE,"aldd, bes, cfd","clwd","cfd","g",9,14,45,9,15,43,58,NA,1,707.466666666667
"2019.08.02_0900 cfd_clwd g",2019-08-02,"0900",1564751685,"big_cage","CH02_2019-08-02_09_09_40__09_18_02.mp4",2,"imran",TRUE,"aldd, bes, cfd","cfd","clwd","g",9,14,45,9,15,43,58,NA,1,6.1
"2019.08.02_0900 bxx_cdw g",2019-08-02,"0900",1564751731,"big_cage","CH02_2019-08-02_09_09_40__09_18_02.mp4",2,"imran",TRUE,"aldd, bes, cfd","bxx","cdw","g",9,15,31,9,15,38,7,NA,1,4.36666666666667
"2019.08.02_0900 cdw_bxx g",2019-08-02,"0900",1564751731,"big_cage","CH02_2019-08-02_09_09_40__09_18_02.mp4",2,"imran",TRUE,"aldd, bes, cfd","cdw","bxx","g",9,15,31,9,15,38,7,NA,1,6.93333333333333
"2019.08.02_0900 bey_bdlx g",2019-08-02,"0900",1564751762,"big_cage","CH02_2019-08-02_09_09_40__09_18_02.mp4",2,"imran",TRUE,"aldd, bes, cfd","bey","bdlx","g",9,16,2,9,17,16,74,NA,1,13.9666666666667
"2019.08.02_0900 bdlx_bey g",2019-08-02,"0900",1564751762,"big_cage","CH02_2019-08-02_09_09_40__09_18_02.mp4",2,"imran",TRUE,"aldd, bes, cfd","bdlx","bey","g",9,16,2,9,17,14,72,NA,1,4.83333333333333
