"obs","date","hour","period","cage","video","camera","scorer","is.fasting.trial","fasted.bats","actor","receiver","behav","h.start","min.start","sec.start","h.end","min.end","sec.end","duration","notes","switch","latency"
"2019.06.24_0900 clw_bdlx g",2019-06-24,"0900",1561383207,"big_cage","CH01_2019-06-24_09_29_07__09_37_29.mp4",1,"imran",TRUE,"ax, bey, cdw","clw","bdlx","g",9,33,27,9,33,33,6,NA,0,4
"2019.06.24_0900 adld_bdlx g",2019-06-24,"0900",1561383240,"big_cage","CH01_2019-06-24_09_29_07__09_37_29.mp4",1,"imran",TRUE,"ax, bey, cdw","adld","bdlx","g",9,34,0,9,36,45,165,"cf groomed adld for a few seconds at 093411",1,220.65
"2019.06.24_0900 bdlx_adld g",2019-06-24,"0900",1561383240,"big_cage","CH01_2019-06-24_09_29_07__09_37_29.mp4",1,"imran",TRUE,"ax, bey, cdw","bdlx","adld","g",9,34,0,9,36,45,165,NA,1,4.56666666666667
"2019.06.24_0900 clw_bes g",2019-06-24,"0900",1561383280,"big_cage","CH01_2019-06-24_09_29_07__09_37_29.mp4",1,"imran",TRUE,"ax, bey, cdw","clw","bes","g",9,34,40,9,35,4,24,NA,1,5.21666666666667
"2019.06.24_0900 bes_clw g",2019-06-24,"0900",1561383280,"big_cage","CH01_2019-06-24_09_29_07__09_37_29.mp4",1,"imran",TRUE,"ax, bey, cdw","bes","clw","g",9,34,40,9,35,4,24,NA,1,269.233333333333
"2019.06.24_0900 clw_bes g",2019-06-24,"0900",1561383317,"big_cage","CH01_2019-06-24_09_29_07__09_37_29.mp4",1,"imran",TRUE,"ax, bey, cdw","clw","bes","g",9,35,17,9,36,45,88,NA,0,0.616666666666667
"2019.06.24_0900 bes_clw g",2019-06-24,"0900",1561383317,"big_cage","CH01_2019-06-24_09_29_07__09_37_29.mp4",1,"imran",TRUE,"ax, bey, cdw","bes","clw","g",9,35,17,9,36,45,88,NA,0,0.616666666666667
"2019.06.24_0900 add_adld g",2019-06-24,"0900",1561384053,"big_cage","CH01_2019-06-24_09_45_52__09_54_14.mp4",1,"imran",TRUE,"ax, bey, cdw","add","adld","g",9,47,33,9,47,46,13,NA,1,240.616666666667
"2019.06.24_0900 adld_add g",2019-06-24,"0900",1561384053,"big_cage","CH01_2019-06-24_09_45_52__09_54_14.mp4",1,"imran",TRUE,"ax, bey, cdw","adld","add","g",9,47,33,9,47,46,13,NA,1,13.55
"2019.06.24_0900 bey_addld g",2019-06-24,"0900",1561384075,"big_cage","CH02_2019-06-24_09_45_24__09_53_46.mp4",2,"imran",TRUE,"ax, bey, cdw","bey","addld","g",9,47,55,9,48,18,23,"bde mouthlicked at the end for a few seconds before addld rejected",0,0
"2019.06.24_0900 add_clw g",2019-06-24,"0900",1561384086,"big_cage","CH01_2019-06-24_09_45_52__09_54_14.mp4",1,"imran",TRUE,"ax, bey, cdw","add","clw","g",9,48,6,9,48,38,32,NA,1,0.55
"2019.06.24_0900 clw_add g",2019-06-24,"0900",1561384086,"big_cage","CH01_2019-06-24_09_45_52__09_54_14.mp4",1,"imran",TRUE,"ax, bey, cdw","clw","add","g",9,48,6,9,48,38,32,NA,1,13.4333333333333
"2019.06.24_0900 add_clw g",2019-06-24,"0900",1561384133,"big_cage","CH01_2019-06-24_09_45_52__09_54_14.mp4",1,"imran",TRUE,"ax, bey, cdw","add","clw","g",9,48,53,9,48,59,6,NA,0,0.783333333333333
"2019.06.24_0900 clw_add g",2019-06-24,"0900",1561384133,"big_cage","CH01_2019-06-24_09_45_52__09_54_14.mp4",1,"imran",TRUE,"ax, bey, cdw","clw","add","g",9,48,53,9,48,59,6,NA,0,0.783333333333333
"2019.06.24_1100 ax_cfd g",2019-06-24,"1100",1561389809,"big_cage","CH02_2019-06-24_11_17_29__11_25_51",2,"david",FALSE,"none","ax","cfd","g",11,23,29,11,24,23,54,"actor is bs, receiver is cfd - IR",1,361.083333333333
"2019.06.24_1100 cfd_ax g",2019-06-24,"1100",1561389809,"big_cage","CH02_2019-06-24_11_17_29__11_25_51",2,"david",FALSE,"none","cfd","ax","g",11,23,29,11,24,23,54,"actor is cfd, receiver is bs - IR",0,0
"2019.06.24_1100 ax_addldd g",2019-06-24,"1100",1561390138,"big_cage","CH02_2019-06-24_11_17_29__11_25_51",2,"david",FALSE,"none","ax","addldd","g",11,28,58,11,30,26,88,"Difficult to see; actor is ax, receiver is addldd - IR",1,5.48333333333333
"2019.06.24_1100 addldd_ax g",2019-06-24,"1100",1561390138,"big_cage","CH02_2019-06-24_11_17_29__11_25_51",2,"david",FALSE,"none","addldd","ax","g",11,28,58,11,30,26,88,"pup seems to groom back; actor is addldd, receiver is ax - IR",0,1475.56666666667
"2019.06.25_0400 adld_addldd g",2019-06-25,"0400",1561449645,"big_cage","CH01_2019-06-25_04_00_29_04_08_52",1,"bridget",FALSE,"none","adld","addldd","g",4,0,45,4,0,51,6,NA,1,1093.2
"2019.06.25_0400 bs_addldd g",2019-06-25,"0400",1561452971,"big_cage","CH02_2019-06-25_04_50_03_04_58_25",2,"bridget",FALSE,"none","bs","addldd","g",4,56,11,4,56,16,5,NA,1,1381.51666666667
"2019.06.25_0400 ax_cfd g",2019-06-25,"0400",1561453100,"big_cage","CH02_2019-06-25_04_50_03_04_58_25",2,"bridget",FALSE,"none","ax","cfd","g",4,58,20,4,58,25,5,NA,1,1049.36666666667
"2019.06.25_0400 ax_cfd g",2019-06-25,"0400",1561453105,"big_cage","CH02_2019-06-25_04_58_25_05_06_47",2,"bridget",FALSE,"none","ax","cfd","g",4,58,25,4,58,55,30,NA,0,0.0833333333333333
"2019.06.25_0500 adld_ax g",2019-06-25,"0500",1561453207,"big_cage","CH02_2019-06-25_04_58_25__05_06_47.mp4",2,"emma",FALSE,"none","adld","ax","g",5,0,7,5,1,4,57,"another bat in front, hard to determine end",1,59.3666666666667
"2019.06.25_0500 ax_adld g",2019-06-25,"0500",1561453208,"big_cage","CH02_2019-06-25_04_58_25__05_06_47.mp4",2,"emma",FALSE,"none","ax","adld","g",5,0,8,5,1,4,56,NA,1,1.8
"2019.06.25_0500 adld_cdw g",2019-06-25,"0500",1561453516,"big_cage","CH02_2019-06-25_04_58_25__05_06_47.mp4",2,"emma",FALSE,"none","adld","cdw","g",5,5,16,5,5,33,17,"actor adld, receiver bscs - IR",1,5.15
"2019.06.25_0500 cdw_adld g",2019-06-25,"0500",1561453517,"big_cage","CH02_2019-06-25_04_58_25__05_06_47.mp4",2,"emma",FALSE,"none","cdw","adld","g",5,5,17,5,5,33,16,"actor bscs, receiver adld - IR",1,2605.88333333333
"2019.06.25_0500 bs_bxx g",2019-06-25,"0500",1561453802,"big_cage","CH01_2019-06-25_05_07_28__05_15_50.mp4",1,"emma",FALSE,"none","bs","bxx","g",5,10,2,5,10,9,7,"started with 2nd clip, first was corrupted?",1,13.85
"2019.06.25_0500 bes_ax g",2019-06-25,"0500",1561453832,"big_cage","CH01_2019-06-25_05_07_28__05_15_50.mp4",1,"emma",FALSE,"none","bes","ax","g",5,10,32,5,10,38,6,"bes was originally bse, but both are correct - IR",1,1175.86666666667
"2019.06.25_0500 ax_bes g",2019-06-25,"0500",1561453832,"big_cage","CH01_2019-06-25_05_07_28__05_15_50.mp4",1,"emma",FALSE,"none","ax","bes","g",5,10,32,5,10,38,6,"bes was originally bse, but both are correct - IR",1,10.4
"2019.06.25_0500 bs_cldw g",2019-06-25,"0500",1561454165,"big_cage","CH02_2019-06-25_05_15_10__05_23_32.mp4",2,"emma",FALSE,"none","bs","cldw","g",5,16,5,5,16,36,31,"bs and cff are correct - IR",1,6.05
"2019.06.25_0500 cldw_bs g",2019-06-25,"0500",1561454168,"big_cage","CH02_2019-06-25_05_15_10__05_23_32.mp4",2,"emma",FALSE,"none","cldw","bs","g",5,16,8,5,16,36,28,"cff and bs are correct  - IR",1,2612.25
"2019.06.25_0500 addldd_adld g",2019-06-25,"0500",1561455113,"big_cage","CH02_2019-06-25_05_23_32__05_31_54.mp4",2,"emma",FALSE,"none","addldd","adld","g",5,31,53,5,32,18,25,"spills over into next clip",1,2558.48333333333
"2019.06.25_0500 adld_addldd g",2019-06-25,"0500",1561455114,"big_cage","CH02_2019-06-25_05_23_32__05_31_54.mp4",2,"emma",FALSE,"none","adld","addldd","g",5,31,54,5,32,10,16,NA,1,26.6333333333333
"2019.06.25_0500 add_clw g",2019-06-25,"0500",1561455286,"big_cage","CH01_2019-06-25_05_32_35__05_40_57.mp4",1,"emma",FALSE,"none","add","clw","g",5,34,46,5,35,0,14,"In R corner of video, both bats in shadow, hard to make out; actor add, receiver cf - IR",0,1186.66666666667
"2019.06.25_0500 clw_add g",2019-06-25,"0500",1561455286,"big_cage","CH01_2019-06-25_05_32_35__05_40_57.mp4",1,"emma",FALSE,"none","clw","add","g",5,34,46,5,35,0,14,"actor cf, receiver add - IR",0,1186.66666666667
"2019.06.25_0500 bs_adld g",2019-06-25,"0500",1561456529,"big_cage","CH02_2019-06-25_05_48_39__05_57_01.mp4",2,"emma",FALSE,"none","bs","adld","g",5,55,29,5,59,59,270,"actor bs, receiver adld - IR",1,39.4
"2019.06.25_0500 adld_bs g",2019-06-25,"0500",1561456529,"big_cage","CH02_2019-06-25_05_48_39__05_57_01.mp4",2,"emma",FALSE,"none","adld","bs","g",5,55,29,5,59,59,270,"actor adld, receiver bs - IR",1,23.5833333333333
"2019.06.25_0900 adld_adldd g",2019-06-25,"0900",1561468060,"big_cage","CH02_2019-06-25_09_05_24__09_13_46.mp4",2,"imran",TRUE,"adldd, bdlx, cnone","adld","adldd","g",9,7,40,9,7,57,17,NA,1,192.183333333333
"2019.06.25_0900 adldd_adld g",2019-06-25,"0900",1561468060,"big_cage","CH02_2019-06-25_09_05_24__09_13_46.mp4",2,"imran",TRUE,"adldd, bdlx, cnone","adldd","adld","g",9,7,40,9,7,57,17,NA,0,1780.2
"2019.06.25_0900 bs_adldd g",2019-06-25,"0900",1561469610,"big_cage","CH02_2019-06-25_09_30_31__09_38_53.mp4",2,"imran",TRUE,"adldd, bdlx, cnone","bs","adldd","g",9,33,30,9,34,6,36,NA,1,218.016666666667
"2019.06.25_0900 bs_adldd g",2019-06-25,"0900",1561469725,"big_cage","CH02_2019-06-25_09_30_31__09_38_53.mp4",2,"imran",TRUE,"adldd, bdlx, cnone","bs","adldd","g",9,35,25,9,35,40,15,NA,0,1.91666666666667
"2019.06.25_0900 bs_adldd g",2019-06-25,"0900",1561469747,"big_cage","CH02_2019-06-25_09_30_31__09_38_53.mp4",2,"imran",TRUE,"adldd, bdlx, cnone","bs","adldd","g",9,35,47,9,35,58,11,NA,0,2.28333333333333
"2019.06.25_0900 add_bdlx g",2019-06-25,"0900",1561470039,"big_cage","CH02_2019-06-25_09_38_53__09_47_16.mp4",2,"imran",TRUE,"adldd, bdlx, cnone","add","bdlx","g",9,40,39,9,42,6,87,NA,1,1432.55
"2019.06.25_0900 add_cnone g",2019-06-25,"0900",1561470161,"big_cage","CH02_2019-06-25_09_38_53__09_47_16.mp4",2,"imran",TRUE,"adldd, bdlx, cnone","add","cnone","g",9,42,41,9,43,17,36,NA,1,2.03333333333333
"2019.06.25_0900 blx_cldw g",2019-06-25,"0900",1561470188,"big_cage","CH02_2019-06-25_09_38_53__09_47_16.mp4",2,"imran",TRUE,"adldd, bdlx, cnone","blx","cldw","g",9,43,8,9,43,31,23,NA,0,0
"2019.06.25_0900 ax_cnone g",2019-06-25,"0900",1561470265,"big_cage","CH02_2019-06-25_09_38_53__09_47_16.mp4",2,"imran",TRUE,"adldd, bdlx, cnone","ax","cnone","g",9,44,25,9,44,50,25,NA,1,273.883333333333
"2019.06.25_0900 cnone_ax g",2019-06-25,"0900",1561470265,"big_cage","CH02_2019-06-25_09_38_53__09_47_16.mp4",2,"imran",TRUE,"adldd, bdlx, cnone","cnone","ax","g",9,44,25,9,44,50,25,NA,1,1680.46666666667
"2019.06.25_1100 ax_adldd g",2019-06-25,"1100",1561476337,"big_cage","CH02_2019-06-25_11_19_21__11_27_43.mp4",2,"imran",FALSE,"none","ax","adldd","g",11,25,37,11,25,56,19,NA,1,101.2
"2019.06.25_1100 adldd_ax g",2019-06-25,"1100",1561476337,"big_cage","CH02_2019-06-25_11_19_21__11_27_43.mp4",2,"imran",FALSE,"none","adldd","ax","g",11,25,37,11,25,56,19,NA,1,1918.15
"2019.06.25_1900 addldd_ax g",2019-06-25,"1900",1561504264,"big_cage","CH02_2019-06-25_19_09_34_19_14_57",2,"cynthia",FALSE,"none","addldd","ax","g",19,11,4,19,12,51,107,NA,1,819.183333333333
"2019.06.25_1900 ax_addldd g",2019-06-25,"1900",1561504268,"big_cage","CH02_2019-06-25_19_09_34_19_14_57",2,"cynthia",FALSE,"none","ax","addldd","g",19,11,8,19,12,30,82,NA,1,465.516666666667
"2019.06.25_1900 bs_bes g",2019-06-25,"1900",1561504272,"big_cage","CH01_2019-06-25_19_10_15_19_18_37",1,"cynthia",FALSE,"none","bs","bes","g",19,11,12,19,12,38,86,NA,1,577.7
"2019.06.25_1900 bes_adld g",2019-06-25,"1900",1561504365,"big_cage","CH01_2019-06-25_19_10_15_19_18_37",1,"cynthia",FALSE,"none","bes","adld","g",19,12,45,19,14,5,80,NA,1,842.216666666667
"2019.06.25_1900 adld_bes g",2019-06-25,"1900",1561504365,"big_cage","CH01_2019-06-25_19_10_15_19_18_37",1,"cynthia",FALSE,"none","adld","bes","g",19,12,45,19,14,5,80,NA,1,605.083333333333
"2019.06.25_1900 bes_adld g",2019-06-25,"1900",1561504458,"big_cage","CH01_2019-06-25_19_10_15_19_18_37",1,"cynthia",FALSE,"none","bes","adld","g",19,14,18,19,14,24,6,NA,0,1.55
"2019.06.25_1900 adld_adldd g",2019-06-25,"1900",1561504548,"big_cage","CH01_2019-06-25_19_10_15_19_18_37",1,"cynthia",FALSE,"none","adld","adldd","g",19,15,48,19,17,6,78,NA,1,3.05
"2019.06.25_1900 adldd_adld g",2019-06-25,"1900",1561504565,"big_cage","CH01_2019-06-25_19_10_15_19_18_37",1,"cynthia",FALSE,"none","adldd","adld","g",19,16,5,19,16,17,12,NA,1,470.466666666667
"2019.06.25_1900 ax_adldd g",2019-06-25,"1900",1561504656,"big_cage","CH02_2019-06-25_19_09_34_19_14_57",2,"cynthia",FALSE,"none","ax","adldd","g",19,17,36,19,17,45,9,NA,1,6.46666666666667
"2019.06.25_1900 bes_adld g",2019-06-25,"1900",1561504668,"big_cage","CH01_2019-06-25_19_10_15_19_18_37",1,"cynthia",FALSE,"none","bes","adld","g",19,17,48,19,19,12,84,NA,0,5.05
"2019.06.25_1900 adld_bes g",2019-06-25,"1900",1561504669,"big_cage","CH01_2019-06-25_19_10_15_19_18_37",1,"cynthia",FALSE,"none","adld","bes","g",19,17,49,19,19,57,128,NA,1,2.01666666666667
"2019.06.25_1900 ax_adldd g",2019-06-25,"1900",1561504670,"big_cage","CH02_2019-06-25_19_09_34_19_14_57",2,"cynthia",FALSE,"none","ax","adldd","g",19,17,50,19,17,55,5,NA,0,0.233333333333333
"2019.06.25_1900 ax_adldd g",2019-06-25,"1900",1561504685,"big_cage","CH02_2019-06-25_19_17_57_19_26_19",2,"cynthia",FALSE,"none","ax","adldd","g",19,18,5,19,18,14,9,NA,0,0.483333333333333
"2019.06.25_1900 adldd_ax g",2019-06-25,"1900",1561504687,"big_cage","CH02_2019-06-25_19_17_57_19_26_19",2,"cynthia",FALSE,"none","adldd","ax","g",19,18,7,19,18,15,8,NA,1,2.03333333333333
"2019.06.25_1900 bes_adld g",2019-06-25,"1900",1561504774,"big_cage","CH01_2019-06-25_19_18_37_19_27_00",1,"cynthia",FALSE,"none","bes","adld","g",19,19,34,19,19,58,24,NA,0,6.81666666666667
"2019.06.25_1900 bs_cldw g",2019-06-25,"1900",1561504802,"big_cage","CH02_2019-06-25_19_17_57_19_26_19",2,"cynthia",FALSE,"none","bs","cldw","g",19,20,2,19,20,8,6,NA,1,8.83333333333333
"2019.06.25_1900 cldw_bs g",2019-06-25,"1900",1561504803,"big_cage","CH02_2019-06-25_19_17_57_19_26_19",2,"cynthia",FALSE,"none","cldw","bs","g",19,20,3,19,20,8,5,NA,0,843.916666666667
"2019.06.25_1900 bes_adld g",2019-06-25,"1900",1561504821,"big_cage","CH01_2019-06-25_19_18_37_19_27_00",1,"cynthia",FALSE,"none","bes","adld","g",19,20,21,19,20,43,22,NA,0,7.6
"2019.06.25_1900 adld_bes g",2019-06-25,"1900",1561504824,"big_cage","CH01_2019-06-25_19_18_37_19_27_00",1,"cynthia",FALSE,"none","adld","bes","g",19,20,24,19,20,45,21,NA,0,2.58333333333333
"2019.06.25_1900 bes_adld g",2019-06-25,"1900",1561504849,"big_cage","CH01_2019-06-25_19_18_37_19_27_00",1,"cynthia",FALSE,"none","bes","adld","g",19,20,49,19,22,27,98,NA,0,8.06666666666667
"2019.06.25_1900 adld_bes g",2019-06-25,"1900",1561504854,"big_cage","CH01_2019-06-25_19_18_37_19_27_00",1,"cynthia",FALSE,"none","adld","bes","g",19,20,54,19,22,23,89,NA,0,3.08333333333333
"2019.06.25_1900 adld_cnone g",2019-06-25,"1900",1561504974,"big_cage","CH01_2019-06-25_19_18_37_19_27_00",1,"cynthia",FALSE,"none","adld","cnone","g",19,22,54,19,23,38,44,"bse gets in the way. Can't see if the grooming bout went on for longer or if at some point there was mouth licking.",1,5.08333333333333
"2019.06.25_1900 cnone_adld g",2019-06-25,"1900",1561504978,"big_cage","CH01_2019-06-25_19_18_37_19_27_00",1,"cynthia",FALSE,"none","cnone","adld","g",19,22,58,19,23,37,39,NA,1,578.55
"2019.06.25_1900 bs_addldd g",2019-06-25,"1900",1561504990,"big_cage","CH02_2019-06-25_19_17_57_19_26_19",2,"cynthia",FALSE,"none","bs","addldd","g",19,23,10,19,23,45,35,NA,1,3.13333333333333
"2019.06.25_1900 addldd_bs g",2019-06-25,"1900",1561504990,"big_cage","CH02_2019-06-25_19_17_57_19_26_19",2,"cynthia",FALSE,"none","addldd","bs","g",19,23,10,19,23,56,46,NA,1,12.1
"2019.06.25_1900 addldd_adldd g",2019-06-25,"1900",1561505219,"big_cage","CH02_2019-06-25_19_26_19_19_34_41",2,"cynthia",FALSE,"none","addldd","adldd","g",19,26,59,19,27,11,12,NA,1,3.81666666666667
"2019.06.25_1900 adldd_addldd g",2019-06-25,"1900",1561505239,"big_cage","CH02_2019-06-25_19_26_19_19_34_41",2,"cynthia",FALSE,"none","adldd","addldd","g",19,27,19,19,27,24,5,NA,1,9.2
"2019.06.25_1900 addldd_adldd g",2019-06-25,"1900",1561505240,"big_cage","CH02_2019-06-25_19_26_19_19_34_41",2,"cynthia",FALSE,"none","addldd","adldd","g",19,27,20,19,27,48,28,NA,0,0.35
"2019.06.25_1900 addldd_ax g",2019-06-25,"1900",1561505270,"big_cage","CH02_2019-06-25_19_26_19_19_34_41",2,"cynthia",FALSE,"none","addldd","ax","g",19,27,50,19,28,18,28,NA,1,0.85
"2019.06.25_1900 adldd_bs g",2019-06-25,"1900",1561505324,"big_cage","CH02_2019-06-25_19_26_19_19_34_41",2,"cynthia",FALSE,"none","adldd","bs","g",19,28,44,19,29,43,59,NA,1,1.41666666666667
"2019.06.25_1900 bs_adldd g",2019-06-25,"1900",1561505324,"big_cage","CH02_2019-06-25_19_26_19_19_34_41",2,"cynthia",FALSE,"none","bs","adldd","g",19,28,44,19,29,56,72,NA,1,5.56666666666667
"2019.06.25_1900 bs_cdw g",2019-06-25,"1900",1561505842,"big_cage","CH03_2019-06-25_19_35_02_19_43_24",3,"cynthia",FALSE,"none","bs","cdw","g",19,37,22,19,37,28,6,NA,1,8.63333333333333
"2019.06.25_1900 cdw_bs g",2019-06-25,"1900",1561505842,"big_cage","CH03_2019-06-25_19_35_02_19_43_24",3,"cynthia",FALSE,"none","cdw","bs","g",19,37,22,19,37,28,6,NA,1,872.083333333333
"2019.06.25_1900 bs_bes g",2019-06-25,"1900",1561505960,"big_cage","CH01_2019-06-25_19_35_22_19_43_44",1,"cynthia",FALSE,"none","bs","bes","g",19,39,20,19,39,41,21,NA,1,1.96666666666667
"2019.06.25_1900 bes_bs g",2019-06-25,"1900",1561505966,"big_cage","CH01_2019-06-25_19_35_22_19_43_44",1,"cynthia",FALSE,"none","bes","bs","g",19,39,26,19,39,41,15,NA,1,26.6833333333333
"2019.06.25_1900 bs_cnone g",2019-06-25,"1900",1561506025,"big_cage","CH01_2019-06-25_19_35_22_19_43_44",1,"cynthia",FALSE,"none","bs","cnone","g",19,40,25,19,40,32,7,NA,1,1.08333333333333
"2019.06.25_1900 bes_ax g",2019-06-25,"1900",1561506046,"big_cage","CH02_2019-06-25_19_34_41_19_43_04",2,"cynthia",FALSE,"none","bes","ax","g",19,40,46,19,44,34,228,NA,1,1.33333333333333
"2019.06.25_1900 ax_bes g",2019-06-25,"1900",1561506046,"big_cage","CH02_2019-06-25_19_34_41_19_43_04",2,"cynthia",FALSE,"none","ax","bes","g",19,40,46,19,44,34,228,NA,1,23.1666666666667
"2019.06.25_2000 addld_adld g",2019-06-25,"2000",1561507497,"big_cage","CH01_2019-06-25_20_00_29__20_08_51",1,"dineilys",FALSE,"none","addld","adld","g",20,4,57,20,5,30,33,NA,0,2291.56666666667
"2019.06.25_2000 addld_adld g",2019-06-25,"2000",1561507533,"big_cage","CH01_2019-06-25_20_00_29__20_08_52",1,"dineilys",FALSE,"none","addld","adld","g",20,5,33,20,6,0,27,NA,0,2292.16666666667
"2019.06.25_2000 blx_addldd g",2019-06-25,"2000",1561507694,"big_cage","CH01_2019-06-25_20_00_29__20_08_52",1,"dineilys",FALSE,"none","blx","addldd","g",20,8,14,20,8,26,12,NA,1,625.1
"2019.06.25_2000 blx_adld g",2019-06-25,"2000",1561507739,"big_cage","CH01_2019-06-25_20_08_51__20_17_13",1,"dineilys",FALSE,"none","blx","adld","g",20,8,59,20,9,52,53,NA,1,0.75
"2019.06.25_2000 addld_ax g",2019-06-25,"2000",1561508442,"big_cage","CH02_2019-06-25_20_16_33__20_24_55",2,"dineilys",FALSE,"none","addld","ax","g",20,20,42,20,21,10,28,NA,1,2307.31666666667
"2019.06.25_2000 cldw_ax g",2019-06-25,"2000",1561508547,"big_cage","CH02_2019-06-25_20_16_33__20_24_55",2,"dineilys",FALSE,"none","cldw","ax","g",20,22,27,20,23,2,35,NA,1,906.316666666667
"2019.06.26_0400 addld_adld g",2019-06-26,"0400",1561537592,"big_cage","CH02_2019-06-26_04_20_43__04_29_07",2,"dineilys",FALSE,"none","addld","adld","g",4,26,32,4,27,15,43,NA,1,485.833333333333
"2019.06.26_0400 adldd_bs g",2019-06-26,"0400",1561537661,"big_cage","CH02_2019-06-26_04_20_43__04_29_08",2,"dineilys",FALSE,"none","adldd","bs","g",4,27,41,4,28,53,72,NA,0,538.95
"2019.06.26_0500 adld_bdlx g",2019-06-26,"0500",1561540457,"big_cage","CH02_2019-06-26_05_10_56_05_19_19",2,"bridget",FALSE,"none","adld","bdlx","g",5,14,17,5,16,16,119,NA,1,591.383333333333
"2019.06.26_0500 bdlx_adld g",2019-06-26,"0500",1561540458,"big_cage","CH02_2019-06-26_05_10_56_05_19_19",2,"bridget",FALSE,"none","bdlx","adld","g",5,14,18,5,16,16,118,NA,0,2620.3
"2019.06.26_0500 addldd_adld g",2019-06-26,"0500",1561540577,"big_cage","CH02_2019-06-26_05_10_56_05_19_19",2,"bridget",FALSE,"none","addldd","adld","g",5,16,17,5,17,2,45,NA,1,588.45
"2019.06.26_0500 adld_addldd g",2019-06-26,"0500",1561540577,"big_cage","CH02_2019-06-26_05_10_56_05_19_19",2,"bridget",FALSE,"none","adld","addldd","g",5,16,17,5,18,32,135,NA,1,2
"2019.06.26_0500 addldd_adld g",2019-06-26,"0500",1561540635,"big_cage","CH02_2019-06-26_05_10_56_05_19_19",2,"bridget",FALSE,"none","addldd","adld","g",5,17,15,5,18,32,77,NA,0,0.966666666666667
"2019.06.26_0500 bes_cnone g",2019-06-26,"0500",1561540796,"big_cage","CH02_2019-06-26_05_19_19_05_27_41",2,"bridget",FALSE,"none","bes","cnone","g",5,19,56,5,20,3,7,NA,1,579.166666666667
"2019.06.26_0500 bey_cldw g",2019-06-26,"0500",1561542522,"big_cage","CH02_2019-06-6_05_44_26_05_52_48",2,"bridget",FALSE,"none","bey","cldw","g",5,48,42,5,48,53,11,NA,1,2640.78333333333
"2019.06.26_0500 bey_bes g",2019-06-26,"0500",1561542555,"big_cage","CH02_2019-06-6_05_44_26_05_52_48",2,"bridget",FALSE,"none","bey","bes","g",5,49,15,5,49,21,6,NA,1,0.55
"2019.06.26_0500 bdlx_ax g",2019-06-26,"0500",1561542706,"big_cage","CH02_2019-06-6_05_44_26_05_52_48",2,"bridget",FALSE,"none","bdlx","ax","g",5,51,46,5,52,2,16,NA,1,2657.76666666667
"2019.06.26_0500 ax_bdlx g",2019-06-26,"0500",1561542708,"big_cage","CH02_2019-06-6_05_44_26_05_52_48",2,"bridget",FALSE,"none","ax","bdlx","g",5,51,48,5,52,2,14,NA,1,611.033333333333
"2019.06.26_0900 ax_addldd g",2019-06-26,"0900",1561554025,"big_cage","CH02_2019-06-26_08_59_59__09_01_10.mp4",2,"imran",TRUE,"add, bxdlx, clw","ax","addldd","g",9,0,25,9,0,53,28,NA,1,188.616666666667
"2019.06.26_0900 addldd_ax g",2019-06-26,"0900",1561554025,"big_cage","CH02_2019-06-26_08_59_59__09_01_10.mp4",2,"imran",TRUE,"add, bxdlx, clw","addldd","ax","g",9,0,25,9,0,53,28,NA,1,224.133333333333
"2019.06.26_0900 bey_bxdlx g",2019-06-26,"0900",1561554207,"big_cage","CH02_2019-06-26_09_01_10__09_09_32.mp4",2,"imran",TRUE,"add, bxdlx, clw","bey","bxdlx","g",9,3,27,9,3,33,6,NA,1,194.2
"2019.06.26_0900 bey_ax g",2019-06-26,"0900",1561554220,"big_cage","CH02_2019-06-26_09_01_10__09_09_32.mp4",2,"imran",TRUE,"add, bxdlx, clw","bey","ax","g",9,3,40,9,3,45,5,NA,1,0.216666666666667
"2019.06.26_0900 ax_bey g",2019-06-26,"0900",1561554220,"big_cage","CH02_2019-06-26_09_01_10__09_09_32.mp4",2,"imran",TRUE,"add, bxdlx, clw","ax","bey","g",9,3,40,9,3,45,5,NA,1,3.25
"2019.06.26_0900 bey_bxdlx g",2019-06-26,"0900",1561554225,"big_cage","CH02_2019-06-26_09_01_10__09_09_32.mp4",2,"imran",TRUE,"add, bxdlx, clw","bey","bxdlx","g",9,3,45,9,3,55,10,NA,1,0.0833333333333333
"2019.06.26_0900 bey_bxdlx g",2019-06-26,"0900",1561554287,"big_cage","CH02_2019-06-26_09_01_10__09_09_32.mp4",2,"imran",TRUE,"add, bxdlx, clw","bey","bxdlx","g",9,4,47,9,4,53,6,NA,0,1.03333333333333
"2019.06.26_0900 bey_addld g",2019-06-26,"0900",1561554295,"big_cage","CH02_2019-06-26_09_01_10__09_09_32.mp4",2,"imran",TRUE,"add, bxdlx, clw","bey","addld","g",9,4,55,9,5,16,21,NA,1,1.16666666666667
